Entry	Nuc_Genomic_EMBL_ID_1	Nuc_Genomic_EMBL_Link_1	Nuc_Genomic_EMBL_ID_2	Nuc_Genomic_EMBL_Link_2	Nuc_Genomic_EMBL_ID_3	Nuc_Genomic_EMBL_Link_3	Nuc_Genomic_EMBL_ID_4	Nuc_Genomic_EMBL_Link_4	Nuc_Genomic_EMBL_ID_5	Nuc_Genomic_EMBL_Link_5	Nuc_Genomic_EMBL_ID_6	Nuc_Genomic_EMBL_Link_6	Nuc_Genomic_EMBL_ID_7	Nuc_Genomic_EMBL_Link_7	Nuc_Genomic_EMBL_ID_8	Nuc_Genomic_EMBL_Link_8	Nuc_Genomic_EMBL_ID_9	Nuc_Genomic_EMBL_Link_9	Nuc_Genomic_EMBL_ID_10	Nuc_Genomic_EMBL_Link_10	Nuc_Genomic_EMBL_ID_11	Nuc_Genomic_EMBL_Link_11	Nuc_Genomic_EMBL_ID_12	Nuc_Genomic_EMBL_Link_12	Nuc_Genomic_EMBL_ID_13	Nuc_Genomic_EMBL_Link_13	Nuc_Genomic_EMBL_ID_14	Nuc_Genomic_EMBL_Link_14	Nuc_mRNA_EMBL_ID_1	Nuc_mRNA_EMBL_Link_1	Nuc_mRNA_EMBL_ID_2	Nuc_mRNA_EMBL_Link_2	Nuc_mRNA_EMBL_ID_3	Nuc_mRNA_EMBL_Link_3	Nuc_mRNA_EMBL_ID_4	Nuc_mRNA_EMBL_Link_4	Nuc_mRNA_EMBL_ID_5	Nuc_mRNA_EMBL_Link_5	Nuc_mRNA_EMBL_ID_6	Nuc_mRNA_EMBL_Link_6	Nuc_mRNA_EMBL_ID_7	Nuc_mRNA_EMBL_Link_7	Nuc_mRNA_EMBL_ID_8	Nuc_mRNA_EMBL_Link_8	Nuc_mRNA_EMBL_ID_9	Nuc_mRNA_EMBL_Link_9	Nuc_mRNA_EMBL_ID_10	Nuc_mRNA_EMBL_Link_10	Nuc_mRNA_EMBL_ID_11	Nuc_mRNA_EMBL_Link_11	Nuc_mRNA_EMBL_ID_12	Nuc_mRNA_EMBL_Link_12	Nuc_mRNA_EMBL_ID_13	Nuc_mRNA_EMBL_Link_13	Nuc_mRNA_EMBL_ID_14	Nuc_mRNA_EMBL_Link_14	Nuc_mRNA_EMBL_ID_15	Nuc_mRNA_EMBL_Link_15	Prot_EMBL_ORF_ID_1	Prot_EMBL_ORF_Link_1	Prot_EMBL_ORF_ID_2	Prot_EMBL_ORF_Link_2	Prot_EMBL_ORF_ID_3	Prot_EMBL_ORF_Link_3	Prot_EMBL_ORF_ID_4	Prot_EMBL_ORF_Link_4	Prot_EMBL_ORF_ID_5	Prot_EMBL_ORF_Link_5	Prot_EMBL_ORF_ID_6	Prot_EMBL_ORF_Link_6	Prot_EMBL_ORF_ID_7	Prot_EMBL_ORF_Link_7	Prot_EMBL_ORF_ID_8	Prot_EMBL_ORF_Link_8	Prot_EMBL_ORF_ID_9	Prot_EMBL_ORF_Link_9	Prot_EMBL_ORF_ID_10	Prot_EMBL_ORF_Link_10	Prot_EMBL_ORF_ID_11	Prot_EMBL_ORF_Link_11	Prot_EMBL_ORF_ID_12	Prot_EMBL_ORF_Link_12	Prot_EMBL_ORF_ID_13	Prot_EMBL_ORF_Link_13	Prot_EMBL_ORF_ID_14	Prot_EMBL_ORF_Link_14	Prot_EMBL_ORF_ID_15	Prot_EMBL_ORF_Link_15	Prot_EMBL_ORF_ID_16	Prot_EMBL_ORF_Link_16	Prot_EMBL_ORF_ID_17	Prot_EMBL_ORF_Link_17	Prot_EMBL_ORF_ID_18	Prot_EMBL_ORF_Link_18	Prot_EMBL_ORF_ID_19	Prot_EMBL_ORF_Link_19	Prot_EMBL_ORF_ID_20	Prot_EMBL_ORF_Link_20	Prot_EMBL_ORF_ID_21	Prot_EMBL_ORF_Link_21	Prot_EMBL_ORF_ID_22	Prot_EMBL_ORF_Link_22	Prot_EMBL_ORF_ID_23	Prot_EMBL_ORF_Link_23	Prot_EMBL_ORF_ID_24	Prot_EMBL_ORF_Link_24	Prot_EMBL_ORF_ID_25	Prot_EMBL_ORF_Link_25	Prot_EMBL_ORF_ID_26	Prot_EMBL_ORF_Link_26	Prot_RefSeq_ID_1	Prot_RefSeq_NucID_1	Prot_RefSeq_ProteinLink_1	Prot_RefSeq_NucLink_1	Prot_RefSeq_ID_2	Prot_RefSeq_NucID_2	Prot_RefSeq_ProteinLink_2	Prot_RefSeq_NucLink_2	Prot_RefSeq_ID_3	Prot_RefSeq_NucID_3	Prot_RefSeq_ProteinLink_3	Prot_RefSeq_NucLink_3	Prot_RefSeq_ID_4	Prot_RefSeq_NucID_4	Prot_RefSeq_ProteinLink_4	Prot_RefSeq_NucLink_4	Prot_RefSeq_ID_5	Prot_RefSeq_NucID_5	Prot_RefSeq_ProteinLink_5	Prot_RefSeq_NucLink_5	Prot_RefSeq_ID_6	Prot_RefSeq_NucID_6	Prot_RefSeq_ProteinLink_6	Prot_RefSeq_NucLink_6	Prot_RefSeq_ID_7	Prot_RefSeq_NucID_7	Prot_RefSeq_ProteinLink_7	Prot_RefSeq_NucLink_7	Prot_RefSeq_ID_8	Prot_RefSeq_NucID_8	Prot_RefSeq_ProteinLink_8	Prot_RefSeq_NucLink_8	Prot_RefSeq_ID_9	Prot_RefSeq_NucID_9	Prot_RefSeq_ProteinLink_9	Prot_RefSeq_NucLink_9	Prot_RefSeq_ID_10	Prot_RefSeq_NucID_10	Prot_RefSeq_ProteinLink_10	Prot_RefSeq_NucLink_10	Prot_RefSeq_ID_11	Prot_RefSeq_NucID_11	Prot_RefSeq_ProteinLink_11	Prot_RefSeq_NucLink_11
B8NHE3	EQ963478	https://www.ebi.ac.uk/ena/browser/view/EQ963478	CP059868	https://www.ebi.ac.uk/ena/browser/view/CP059868	CP044620	https://www.ebi.ac.uk/ena/browser/view/CP044620																																																					EED50785.1	https://www.ebi.ac.uk/ena/browser/view/EED50785.1	QMW30132.1	https://www.ebi.ac.uk/ena/browser/view/QMW30132.1	QRD86581.1	https://www.ebi.ac.uk/ena/browser/view/QRD86581.1																																																																																										
B8NHE4	EQ963478	https://www.ebi.ac.uk/ena/browser/view/EQ963478	CP059868	https://www.ebi.ac.uk/ena/browser/view/CP059868	CP044620	https://www.ebi.ac.uk/ena/browser/view/CP044620																																																					EED50786.1	https://www.ebi.ac.uk/ena/browser/view/EED50786.1	QMW30133.1	https://www.ebi.ac.uk/ena/browser/view/QMW30133.1	QRD86582.1	https://www.ebi.ac.uk/ena/browser/view/QRD86582.1																																																																																										
B9SBU9	EQ973917	https://www.ebi.ac.uk/ena/browser/view/EQ973917																											JN315865	https://www.ebi.ac.uk/ena/browser/view/JN315865																													AEQ27767.1	https://www.ebi.ac.uk/ena/browser/view/AEQ27767.1	EEF38927.1	https://www.ebi.ac.uk/ena/browser/view/EEF38927.1	NP_001310688.1	https://www.ncbi.nlm.nih.gov/protein/NP_001310688.1																																															NP_001310688.1	NM_001323759.1	https://www.ncbi.nlm.nih.gov/protein/NP_001310688.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_001323759.1																																								
B9T536	EQ974507	https://www.ebi.ac.uk/ena/browser/view/EQ974507																											JN315867	https://www.ebi.ac.uk/ena/browser/view/JN315867																													AEQ27769.1	https://www.ebi.ac.uk/ena/browser/view/AEQ27769.1	EEF29028.1	https://www.ebi.ac.uk/ena/browser/view/EEF29028.1	NP_001310631.1	https://www.ncbi.nlm.nih.gov/protein/NP_001310631.1																																															NP_001310631.1	NM_001323702.1	https://www.ncbi.nlm.nih.gov/protein/NP_001310631.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_001323702.1																																								
B9T625	EQ974570	https://www.ebi.ac.uk/ena/browser/view/EQ974570																																																									EEF28689.1	https://www.ebi.ac.uk/ena/browser/view/EEF28689.1																																																																																														
B9X0J1																													AB455264	https://www.ebi.ac.uk/ena/browser/view/AB455264																													BAH23676.1	https://www.ebi.ac.uk/ena/browser/view/BAH23676.1																																																																																														
C1K5M3																													FJ797957	https://www.ebi.ac.uk/ena/browser/view/FJ797957																													ACO56896.1	https://www.ebi.ac.uk/ena/browser/view/ACO56896.1	NP_001234629.1	https://www.ncbi.nlm.nih.gov/protein/NP_001234629.1																																																	NP_001234629.1	NM_001247700.1	https://www.ncbi.nlm.nih.gov/protein/NP_001234629.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_001247700.1																																								
C7ASI9	FJ609174	https://www.ebi.ac.uk/ena/browser/view/FJ609174																																																									ACM04452.2	https://www.ebi.ac.uk/ena/browser/view/ACM04452.2																																																																																														
C7E5V7																													GQ253104	https://www.ebi.ac.uk/ena/browser/view/GQ253104																													ACT37403.1	https://www.ebi.ac.uk/ena/browser/view/ACT37403.1																																																																																														
C7E5V8																													GQ253105	https://www.ebi.ac.uk/ena/browser/view/GQ253105																													ACT37404.1	https://www.ebi.ac.uk/ena/browser/view/ACT37404.1																																																																																														
C7E5V9																													GQ253106	https://www.ebi.ac.uk/ena/browser/view/GQ253106																													ACT37405.1	https://www.ebi.ac.uk/ena/browser/view/ACT37405.1																																																																																														
C7E5W0																													GQ253107	https://www.ebi.ac.uk/ena/browser/view/GQ253107																													ACT37406.1	https://www.ebi.ac.uk/ena/browser/view/ACT37406.1																																																																																														
C7PLV2	CP001699	https://www.ebi.ac.uk/ena/browser/view/CP001699																																																									ACU62166.1	https://www.ebi.ac.uk/ena/browser/view/ACU62166.1	WP_012792334.1	https://www.ncbi.nlm.nih.gov/protein/WP_012792334.1																																																	WP_012792334.1	NC_013132.1	https://www.ncbi.nlm.nih.gov/protein/WP_012792334.1	https://www.ncbi.nlm.nih.gov/nucleotide/NC_013132.1																																								
C8VQ92	BN001308	https://www.ebi.ac.uk/ena/browser/view/BN001308																																																									CBF87256.1	https://www.ebi.ac.uk/ena/browser/view/CBF87256.1																																																																																														
C8XPS0																													EF635966	https://www.ebi.ac.uk/ena/browser/view/EF635966																													ABV08817.1	https://www.ebi.ac.uk/ena/browser/view/ABV08817.1																																																																																														
C9E894																													GQ468527	https://www.ebi.ac.uk/ena/browser/view/GQ468527																													ACV88718.1	https://www.ebi.ac.uk/ena/browser/view/ACV88718.1																																																																																														
C9K1X6	AB448947	https://www.ebi.ac.uk/ena/browser/view/AB448947																																																									BAI44339.1	https://www.ebi.ac.uk/ena/browser/view/BAI44339.1																																																																																														
C9K2Q2																													AB465603	https://www.ebi.ac.uk/ena/browser/view/AB465603																													BAI44848.1	https://www.ebi.ac.uk/ena/browser/view/BAI44848.1																																																																																														
D0VMR5																													GU083696	https://www.ebi.ac.uk/ena/browser/view/GU083696																													ACY38194.1	https://www.ebi.ac.uk/ena/browser/view/ACY38194.1																																																																																														
D1MX85																													AB506078	https://www.ebi.ac.uk/ena/browser/view/AB506078																													BAI52800.1	https://www.ebi.ac.uk/ena/browser/view/BAI52800.1																																																																																														
D1MX86																													AB506079	https://www.ebi.ac.uk/ena/browser/view/AB506079																													BAI52801.1	https://www.ebi.ac.uk/ena/browser/view/BAI52801.1																																																																																														
D1MX87																													AB506080	https://www.ebi.ac.uk/ena/browser/view/AB506080																													BAI52802.1	https://www.ebi.ac.uk/ena/browser/view/BAI52802.1																																																																																														
D1MX88																													AB506081	https://www.ebi.ac.uk/ena/browser/view/AB506081																													BAI52803.1	https://www.ebi.ac.uk/ena/browser/view/BAI52803.1																																																																																														
D1MX89																													AB506082	https://www.ebi.ac.uk/ena/browser/view/AB506082																													BAI52804.1	https://www.ebi.ac.uk/ena/browser/view/BAI52804.1																																																																																														
D2B747	CP001814	https://www.ebi.ac.uk/ena/browser/view/CP001814																																																									ACZ89572.1	https://www.ebi.ac.uk/ena/browser/view/ACZ89572.1	WP_012893303.1	https://www.ncbi.nlm.nih.gov/protein/WP_012893303.1																																																	WP_012893303.1	NC_013595.1	https://www.ncbi.nlm.nih.gov/protein/WP_012893303.1	https://www.ncbi.nlm.nih.gov/nucleotide/NC_013595.1																																								
D2K762																													GU183406	https://www.ebi.ac.uk/ena/browser/view/GU183406																													ACZ71037.1	https://www.ebi.ac.uk/ena/browser/view/ACZ71037.1																																																																																														
D2YZP9																													AB511914	https://www.ebi.ac.uk/ena/browser/view/AB511914																													BAI67934.1	https://www.ebi.ac.uk/ena/browser/view/BAI67934.1																																																																																														
D3KYU2	AB547324	https://www.ebi.ac.uk/ena/browser/view/AB547324																																																									BAI77523.1	https://www.ebi.ac.uk/ena/browser/view/BAI77523.1																																																																																														
D3KYU3	AB547324	https://www.ebi.ac.uk/ena/browser/view/AB547324																																																									BAI77524.1	https://www.ebi.ac.uk/ena/browser/view/BAI77524.1	WP_032492608.1	https://www.ncbi.nlm.nih.gov/protein/WP_032492608.1																																																	WP_032492608.1	NZ_SZNQ01000001.1	https://www.ncbi.nlm.nih.gov/protein/WP_032492608.1	https://www.ncbi.nlm.nih.gov/nucleotide/NZ_SZNQ01000001.1																																								
D5SJ87	CM000914	https://www.ebi.ac.uk/ena/browser/view/CM000914																																																									EFG03980.2	https://www.ebi.ac.uk/ena/browser/view/EFG03980.2	WP_003963126.1	https://www.ncbi.nlm.nih.gov/protein/WP_003963126.1																																																	WP_003963126.1	NZ_CM000914.1	https://www.ncbi.nlm.nih.gov/protein/WP_003963126.1	https://www.ncbi.nlm.nih.gov/nucleotide/NZ_CM000914.1																																								
D5SK09	CM000914	https://www.ebi.ac.uk/ena/browser/view/CM000914																																																									EFG04252.2	https://www.ebi.ac.uk/ena/browser/view/EFG04252.2	WP_003963279.1	https://www.ncbi.nlm.nih.gov/protein/WP_003963279.1																																																	WP_003963279.1	NZ_CM000914.1	https://www.ncbi.nlm.nih.gov/protein/WP_003963279.1	https://www.ncbi.nlm.nih.gov/nucleotide/NZ_CM000914.1																																								
D7NJ68	GQ169529	https://www.ebi.ac.uk/ena/browser/view/GQ169529																											GQ169528	https://www.ebi.ac.uk/ena/browser/view/GQ169528																													ADD60469.1	https://www.ebi.ac.uk/ena/browser/view/ADD60469.1	ADD60470.1	https://www.ebi.ac.uk/ena/browser/view/ADD60470.1																																																																																												
D7PHZ0	GU574477	https://www.ebi.ac.uk/ena/browser/view/GU574477																																																									ADI24936.1	https://www.ebi.ac.uk/ena/browser/view/ADI24936.1																																																																																														
D7PHZ1	GU574477	https://www.ebi.ac.uk/ena/browser/view/GU574477																																																									ADI24935.1	https://www.ebi.ac.uk/ena/browser/view/ADI24935.1																																																																																														
D7PHZ3	GU574477	https://www.ebi.ac.uk/ena/browser/view/GU574477																																																									ADI24927.1	https://www.ebi.ac.uk/ena/browser/view/ADI24927.1																																																																																														
D7PHZ4	GU574477	https://www.ebi.ac.uk/ena/browser/view/GU574477																																																									ADI24928.1	https://www.ebi.ac.uk/ena/browser/view/ADI24928.1																																																																																														
D7PHZ7	GU574477	https://www.ebi.ac.uk/ena/browser/view/GU574477																																																									ADI24931.1	https://www.ebi.ac.uk/ena/browser/view/ADI24931.1																																																																																														
D7PHZ8	GU574477	https://www.ebi.ac.uk/ena/browser/view/GU574477																																																									ADI24932.1	https://www.ebi.ac.uk/ena/browser/view/ADI24932.1																																																																																														
D7PHZ9	GU574477	https://www.ebi.ac.uk/ena/browser/view/GU574477																																																									ADI24934.1	https://www.ebi.ac.uk/ena/browser/view/ADI24934.1																																																																																														
D7UTD1																													AB570430	https://www.ebi.ac.uk/ena/browser/view/AB570430																													BAJ10703.1	https://www.ebi.ac.uk/ena/browser/view/BAJ10703.1																																																																																														
D8RLD3	GL377583	https://www.ebi.ac.uk/ena/browser/view/GL377583																											JX413785	https://www.ebi.ac.uk/ena/browser/view/JX413785																													AFR34005.1	https://www.ebi.ac.uk/ena/browser/view/AFR34005.1	EFJ26899.1	https://www.ebi.ac.uk/ena/browser/view/EFJ26899.1																																																																																												
D8RNZ9	GL377585	https://www.ebi.ac.uk/ena/browser/view/GL377585																											JX413786	https://www.ebi.ac.uk/ena/browser/view/JX413786																													AFR34006.1	https://www.ebi.ac.uk/ena/browser/view/AFR34006.1	EFJ26173.1	https://www.ebi.ac.uk/ena/browser/view/EFJ26173.1																																																																																												
D9XD61	GG657757	https://www.ebi.ac.uk/ena/browser/view/GG657757																																																									EFL36708.1	https://www.ebi.ac.uk/ena/browser/view/EFL36708.1	WP_003994861.1	https://www.ncbi.nlm.nih.gov/protein/WP_003994861.1																																																	WP_003994861.1	NZ_GG657757.1	https://www.ncbi.nlm.nih.gov/protein/WP_003994861.1	https://www.ncbi.nlm.nih.gov/nucleotide/NZ_GG657757.1																																								
D9XDR8	GG657757	https://www.ebi.ac.uk/ena/browser/view/GG657757																																																									EFL30447.1	https://www.ebi.ac.uk/ena/browser/view/EFL30447.1																																																																																														
E0D7H5																													AB570249	https://www.ebi.ac.uk/ena/browser/view/AB570249																													BAJ15868.1	https://www.ebi.ac.uk/ena/browser/view/BAJ15868.1																																																																																														
E0D7H6																													AB570428	https://www.ebi.ac.uk/ena/browser/view/AB570428																													BAJ15869.1	https://www.ebi.ac.uk/ena/browser/view/BAJ15869.1																																																																																														
E2E2N8																													GU385976	https://www.ebi.ac.uk/ena/browser/view/GU385976																													ADK73619.1	https://www.ebi.ac.uk/ena/browser/view/ADK73619.1																																																																																														
E2IUA6																													HM623868	https://www.ebi.ac.uk/ena/browser/view/HM623868																													ADK35123.1	https://www.ebi.ac.uk/ena/browser/view/ADK35123.1																																																																																														
E2IUA7																													HM623869	https://www.ebi.ac.uk/ena/browser/view/HM623869																													ADK35124.1	https://www.ebi.ac.uk/ena/browser/view/ADK35124.1																																																																																														
E2IUA8																													HM623870	https://www.ebi.ac.uk/ena/browser/view/HM623870																													ADK35125.1	https://www.ebi.ac.uk/ena/browser/view/ADK35125.1																																																																																														
